LXX-GK
Septuagint, Greek text (Swete 1887-1930, public domain; digitized word-database by Eliran Wong, github.com/eliranwong/LXX-Swete-1930, GPL-3.0 compilation). Versification follows the LXX (Psalms run one behind the Hebrew), matching bibles/lxx.txt (Brenton).
Genesis 1:1	ΕΝ ΑΡΧΗ ἐποίησεν ὁ θεὸς τὸν οὐρανὸν καὶ τὴν γῆν.
Isaiah 66:12	ὅτι τάδε λέγει κύριος Ἰδοὺ ἐγὼ ἐκκλίνω εἰς αὐτοὺς ὡς ποταμὸς εἰρήνης, καὶ ὡς χειμάρρους ἐπικλύζων δόξαν ἐθνῶν· τὰ παιδία αὐτῶν ἐπ᾽ ὤμων ἀρθήσονται καὶ ἐπὶ γονάτων παρακληθήσονται.
Isaiah 66:13	ὡς εἴ τινα μήτηρ παρακαλέσει, οὕτως κἀγὼ παρακαλέσω ὑμᾶς, καὶ ἐν Ἰερουσαλὴμ παρακληθήσεσθε.
Isaiah 66:14	καὶ ὄψεσθε, καὶ χαρήσεται ἡ καρδία ὑμῶν, καὶ τὰ ὀστᾶ ὑμῶν ὡς βοτάνη ἀνατελεῖ· καὶ γνωσθήσεται ἡ χεὶρ Κυρίου τοῖς φοβουμένοις αὐτόν, καὶ ἀπειλήσει τοῖς ἀπειθοῦσιν.
Isaiah 66:15	ἰδοὺ γὰρ κύριος ὡς πῦρ ἥξει, καὶ ὡς καταιγὶς τὰ ἅρματα αὐτοῦ, ἀποδοῦναι ἐν θυμῷ ἐκδίκησιν αὐτοῦ καὶ ἀποσκορακισμὸν αὐτοῦ ἐν φλογὶ πυρός.
Isaiah 66:16	ἐν γὰρ τῷ πυρὶ Κυρίου κριθήσεται πᾶσα ἡ γῆ, καὶ ἐν τῇ ῥομφαίᾳ αὐτοῦ πᾶσα σάρξ· πολλοὶ τραυματίαι ἔσονται ὑπὸ Κυρίου.
Isaiah 66:17	οἱ ἁγνιζόμενοι καὶ καθαριζόμενοι εἰς τοὺς κήπους, καὶ ἐν τοῖς προθύροις ἔσθοντες κρέας ὕειον καὶ τὰ βδελύγματα καὶ τὸν μῦν, ἐπὶ τὸ αὐτὸ ἀναλωθήσονται, εἶπεν Κύριος.
Isaiah 66:18	Κἀγὼ τὰ ἔργα αὐτῶν καὶ τὸν λογισμὸν αὐτῶν· ἔρχομαι συναγαγεῖν πάντα τὰ ἔθνη καὶ τὰς γλώσσας, καὶ ἥξουσιν καὶ ὄψονται τὴν δόξαν μου.
Isaiah 66:19	καὶ καταλείψω ἐπ᾽ αὐτῶν σημεῖον, καὶ ἐξαποστελῶ ἐξ αὐτῶν σεσωσμένους εἰς τὰ ἔθνη, εἰς Θαρσεὶς καὶ Φοὺδ καὶ Λοὺδ καὶ Μόσοχ, καὶ εἰς Θοβὲλ καὶ εἰς τὴν Ἑλλάδα καὶ τὰς νήσους τὰς πόρρω, οἳ οὐκ ἀκηκόασίν μου τὸ ὄνομα οὔτε ἑοράκασίν μου τὴν δόξαν, καὶ ἀναγγελοῦσιν τὴν δόξαν μου ἐν τοῖς ἔθνεσιν.
Isaiah 66:20	καὶ ἄξουσιν τοὺς ἀδελφοὺς ὑμῶν ἐκ πάντων τῶν ἐθνῶν δῶρον Κυρίῳ, μεθ᾽ ἵππων καὶ ἁρμάτων ἐν λαμπήναις ἡμιόνων μετὰ σκιαδίων, εἰς τὴν ἁγίαν πόλιν Ἰερουσαλήμ, εἶπεν Κύριος, ὡς ἂν ἐνέγκαισαν οἱ υἱοὶ Ἰσραὴλ τὰς θυσίας αὐτῶν ἐμοὶ μετὰ ψαλμῶν εἰς τὸν οἶκον Κυρίου.
Isaiah 66:21	καὶ ἀπ᾽ αὐτῶν λήμψομαι ἱερεῖς καὶ Λευείτας, εἶπεν Κύριος.
Isaiah 66:22	ὃν τρόπον γὰρ ὁ οὐρανὸς καινὸς καὶ ἡ γῆ καινὴ ἃ ἐγὼ ποιῶ μένει ἐνώπιον ἐμοῦ, λέγει Κύριος, οὕτως στήσεται τὸ σπέρμα ὑμῶν καὶ τὸ ὄνομα ὑμῶν.
Isaiah 66:23	καὶ ἔσται μῆνα ἐκ μηνὸς καὶ σάββατον ἐκ σαββάτου ἥξει πᾶσα σὰρξ τοῦ προσκυνῆσαι ἐνώπιον ἐμοῦ ἐν Ἰερουσαλήμ, εἶπεν Κύριος.
Isaiah 66:24	καὶ ἐξελεύσονται καὶ ὄψονται τὰ κῶλα τῶν ἀνθρώπων τῶν παραβεβηκότων ἐν ἐμοί· ὁ γὰρ σκώληξ αὐτῶν οὐ τελευτήσει, καὶ τὸ πῦρ αὐτῶν οὐ σβεσθήσεται, καὶ ἔσονται εἰς ὅρασιν πάσῃ σαρκί.
Jeremiah 1:1	ΤΟ ῥῆμα τοῦ θεοῦ ὃ ἐγένετο ἐπὶ Ἰερεμίαν τὸν τοῦ Χελκίου ἐκ τῶν ἱερέων, ὃς κατῴκει ἐν Ἀναθὼθ ἐν γῇ Βενιαμείν·
Jeremiah 1:2	ὃς ἐγενήθη λόγος τοῦ θεοῦ πρὸς αὐτὸν ἐν ταῖς ἡμέραις Ἰωσεία υἱοῦ Ἀμὼς βασιλέως Ἰούδα, ἔτους τρισκαιδεκάτου ἐν τῇ βασιλείᾳ αὐτοῦ.
Jeremiah 1:3	καὶ ἐγένετο ἐν ταῖς ἡμέραις Ἰωακεὶμ υἱοῦ Ἰωσεία βασιλέως Ἰούδα ἕως ἑνδεκάτου ἔτους τοῦ Σεδεκία υἱοῦ Ἰωσεία βασιλέως Ἰούδα, ἕως τῆς αἰχμαλωσίας Ἰερουσαλὴμ ἐν τῷ πέμπτῳ μηνί.
Jeremiah 1:4	Καὶ ἐγένετο λόγος Κυρίου πρὸς αὐτόν
Jeremiah 1:5	Πρὸ τοῦ με πλάσαι σε ἐν κοιλίᾳ ἐπίσταμαί σε, καὶ πρὸ τοῦ σε ἐξελθεῖν ἡγίακά σε, προφήτην εἰς ἔθνη τέθεικά σε.
Jeremiah 1:6	καὶ εἶπα Ὁ ὢν δέσποτα Κύριε, ἰδοὺ οὐκ ἐπίσταμαι λαλεῖν, ὅτι νεώτερος ἐγώ εἰμι.
Jeremiah 1:7	καὶ εἶπεν Κύριος πρὸς μέ Μὴ λέγε ὅτι Νεώτερος ἐγώ εἰμι, ὅτι πρὸς πάντας οὓς ἐὰν ἐξαποστείλω σε πορεύσῃ, καὶ κατὰ πάντα ὅσα ἐὰν ἐντείλωμαί σοι λαλήσεις.
Jeremiah 1:8	μὴ φοβηθῇς ἀπὸ προσώπου αὐτῶν, ὅτι μετὰ σοῦ ἐγώ εἰμι τοῦ ἐξαιρεῖσθαί σε, λέγει Κύριος.
Jeremiah 1:9	καὶ ἐξέτεινεν Κύριος τὴν χεῖρα αὐτοῦ πρὸς μὲ καὶ ἥψατο τοῦ στόματός μου, καὶ εἶπεν Κύριος πρὸς μέ Ἰδοὺ δέδωκα τοὺς λόγους μου εἰς τὸ στόμα σου.
Jeremiah 1:10	ἰδοὺ καθέστακά σε σήμερον ἐπὶ ἔθνη καὶ βασιλείας, ἐκριζοῦν καὶ κατασκάπτειν καὶ ἀπολλύειν καὶ ἀνοικοδομεῖν καὶ καταφυτεύειν.
Jeremiah 1:11	Καὶ ἐγένετο λόγος Κυρίου πρὸς μὲ λέγων Τί σὺ ὁρᾷς; καὶ εἶπα Βακτηρίαν καρυίνην.
Jeremiah 1:12	καὶ εἶπεν Κύριος πρὸς μέ Καλῶς ἑώρακας, διότι ἐγρήγορα ἐγὼ ἐπὶ τοὺς λόγους μου τοῦ ποιῆσαι αὐτούς.
Jeremiah 1:13	καὶ ἐγένετο λόγος Κυρίου πρὸς μὲ ἐκ δευτέρου λέγων Τί σὺ ὁρᾷς; καὶ εἶπα Λέβητα ὑποκαιόμενον, καὶ τὸ πρόσωπον αὐτοῦ ἀπὸ προσώπου βορρᾶ.
Jeremiah 1:14	καὶ εἶπεν Κύριος πρὸς μέ Ἀπὸ προσώπου βορρᾶ ἐκκαυθήσεται τὰ κακὰ ἐπὶ πάντας τοὺς κατοικοῦντας τὴν γῆν.
Jeremiah 1:15	διότι ἰδοὺ ἐγὼ συνκαλῶ πάσας τὰς βασιλείας ἀπὸ βορρᾶ τῆς γῆς, λέγει Κύριος, καὶ ἥξουσιν καὶ θήσουσιν ἕκαστος τὸν θρόνον αὐτοῦ ἐπὶ τὰ πρόθυρα τῶν πυλῶν Ἰερουσαλὴμ καὶ ἐπὶ πάντα τὰ τείχη τὰ κύκλῳ αὐτῆς καὶ ἐπὶ πάσας τὰς πόλεις Ἰούδα.
Jeremiah 1:16	καὶ λαλήσω πρὸς αὐτοὺς μετὰ κρίσεως περὶ πάσης τῆς κακίας αὐτῶν, ὡς ἐνκατέλιπόν με καὶ ἔθυσαν θεοῖς ἀλλοτρίοις καὶ προσεκύνησαν τοῖς ἔργοις τῶν χειρῶν αὐτῶν.
Jeremiah 1:17	καὶ σὺ περίζωσαι τὴν ὀσφύν σου καὶ ἀνάστηθι καὶ εἰπὸν πάντα ὅσα ἂν ἐντείλωμαί σοι· μὴ φοβηθῇς ἀπὸ προσώπου αὐτῶν μηδὲ πτοηθῇς ἐναντίον αὐτῶν, ὅτι μετὰ σοῦ εἰμὶ τοῦ ἐξαιρεῖσθαί σε, λέγει Κύριος.
Jeremiah 1:18	ἰδοὺ τέθεικά σε ἐν τῇ σήμερον ἡμέρᾳ ὡς πόλιν ὀχυρὰν καὶ ὡς τεῖχος χαλκοῦν, ὀχυροῦν πᾶσιν τοῖς βασιλεῦσιν Ἰούδα καὶ τοῖς ἄρχουσιν αὐτοῦ καὶ τῷ λαῷ τῆς γῆς·
Jeremiah 1:19	καὶ πολεμήσουσίν σε καὶ οὐ μὴ δύνωνται πρὸς σέ, διότι μετὰ σοῦ ἐγώ εἰμι τοῦ ἐξαιρεῖσθαί σε, εἶπεν Κύριος.
Jeremiah 2:1	
Jeremiah 2:2	Καὶ εἶπεν Τάδε λέγει Κύριος Ἐμνήσθην ἐλέους νεότητός σου καὶ ἀγάπης τελειώσεως αὐτοῦ, ἐξακολουθῆσαί σε τῷ ἁγίῳ Ἰσραήλ, λέγει Κύριος.
Jeremiah 2:3	ἅγιος Ἰσραὴλ τῷ κυρίῳ, ἀρχὴ γενημάτων αὐτοῦ· πάντες οἱ ἔσθοντες αὐτὸν πλημμελήσουσιν, κακὰ ἥξει ἐπ᾽ αὐτούς, φησὶν Κύριος.
Jeremiah 2:4	Ἀκούσατε λόγον Κυρίου, οἶκος Ἰακὼβ καὶ πᾶσα πατριὰ οἴκου Ἰσραήλ.
Jeremiah 2:5	τάδε λέγει Κύριος Τί εὕροσαν οἱ πατέρες ὑμῶν ἐν ἐμοὶ πλημμέλημα, ὅτι ἀπέστησαν μακρὰν ἀπ᾽ ἐμοῦ, καὶ ἐπορεύθησαν ὀπίσω τῶν ματαίων καὶ ἐματαιώθησαν;
Jeremiah 2:6	καὶ οὐκ εἶπαν Ποῦ ἐστιν Κύριος ὁ ἀναγαγὼν ἡμᾶς ἐκ γῆς Αἰγύπτου, ὁ καθοδηγήσας ἡμᾶς ἐν τῇ ἐρήμῳ ἐν γῇ ἀπείρῳ καὶ ἀβάτῳ, ἐν γῇ ἀνύδρῳ καὶ ἀκάρπῳ, ἐν γῇ ἐν ᾗ οὐ διώδευσεν ἐν αὐτῇ οὐθὲν καὶ οὐ κατῴκησεν ἄνθρωπος ἐκεῖ;
Jeremiah 2:7	καὶ ἤγαγον ὑμᾶς εἰς τὸν Κάρμηλον, τοῦ φαγεῖν ὑμᾶς τοὺς καρποὺς αὐτοῦ καὶ τὰ ἀγαθὰ αὐτοῦ· καὶ εἰσήλθατε καὶ ἐμιάνατε τὴν γῆν μου, καὶ τὴν κληρονομίαν μου ἔθεσθε εἰς βδέλυγμα.
Jeremiah 2:8	οἱ ἱερεῖς οὐκ εἶπαν Ποῦ ἐστιν Κύριος; καὶ οἱ ἀντεχόμενοι τοῦ νόμου οὐκ ἠπίσταντό με, καὶ οἱ ποιμένες ἠσέβουν εἰς ἐμέ, καὶ οἱ προφῆται ἐπροφήτευον τῇ Βάαλ καὶ ὀπίσω ἀνωφελοῦς ἐπορεύθησαν.
Jeremiah 2:9	διὰ τοῦτο ἔτι κριθήσομαι πρὸς ὑμᾶς, καὶ πρὸς τοὺς υἱοὺς τῶν υἱῶν ὑμῶν κριθήσομαι.
Jeremiah 2:10	διότι ἔλθετε εἰς νήσους Χεττιεὶμ καὶ ἴδετε, καὶ εἰς Κηδὰρ ἀποστείλατε καὶ νοήσατε σφόδρα, καὶ ἴδετε εἰ γέγονεν τοιαῦτα,
Jeremiah 2:11	εἰ ἀλλάξονται ἔθνη θεοὺς αὐτῶν, καὶ οὗτοι οὐκ εἰσὶν θεοί· ὁ δὲ λαός μου ἠλλάξατο τὴν δόξαν αὐτοῦ, ἐξ ἧς οὐκ ὠφεληθήσονται.
Jeremiah 2:12	ἐξέστη ὁ οὐρανὸς ἐπὶ τούτῳ καὶ ἔφριξεν ἐπὶ πλεῖον σφόδρα, λέγει Κύριος.
Jeremiah 2:13	ὅτι δύο καὶ πονηρὰ ἐποίησεν ὁ λαός μου· ἐμὲ ἐνκατέλιπον, πηγὴν ὕδατος ζωῆς, καὶ ὤρυξαν ἑαυτοῖς λάκκους συντετριμμένους οἳ οὐ δυνήσονται ὕδωρ συνέχειν.
Jeremiah 2:14	μὴ δοῦλός ἐστιν Ἰσραήλ, ἢ οἰκογενής ἐστιν; διὰ τί εἰς προνομὴν ἐγένετο;
Jeremiah 2:15	ἐπ᾽ αὐτὸν ὠρύοντο λέοντες καὶ ἔδωκαν τὴν φωνὴν αὐτῶν, οἳ ἔταξαν τὴν γῆν αὐτοῦ εἰς ἔρημον, καὶ αἱ πόλεις αὐτοῦ κατεσκάφησαν παρὰ τὸ μὴ κατοικεῖσθαι.
Jeremiah 2:16	καὶ υἱοὶ Μέμφεως καὶ Ταφνὰς ἔγνωσάν σε καὶ κατέπαιζόν σου· οὐχὶ ταῦτα ἐποίησέν σοι τὸ καταλιπεῖν σε ἐμέ;
Jeremiah 2:17	λέγει Κύριος ὁ θεός σου.
Jeremiah 2:18	καὶ νῦν τί σοι καὶ τῇ ὁδῷ Αἰγύπτου τοῦ πιεῖν ὕδωρ Γηών; καὶ τί σοι καὶ τῇ ὁδῷ Ἀσσυρίων τοῦ πιεῖν ὕδωρ ποταμῶν;
Jeremiah 2:19	παιδεύσει σε ἡ ἀποστασία σου, καὶ ἡ κακία σου ἐλέγξει σε· καὶ γνῶθι καὶ ἴδε ὅτι πικρόν σοι τὸ καταλιπεῖν σε ἐμέ, λέγει Κύριος ὁ θεός σου· καὶ οὐκ εὐδόκησα ἐπὶ σοί, λέγει Κύριος ὁ θεός σου.
Jeremiah 2:20	ὅτι ἀπ᾽ αἰῶνος συνέτριψας τὸν ζυγόν σου· διέσπασας τοὺς δεσμούς σου, καὶ εἶπας Οὐ δουλεύσω σοι, ἀλλὰ πορεύσομαι ἐπὶ πᾶν βουνὸν ὑψηλὸν καὶ ὑποκάτω παντὸς ξύλου κατασκίου, ἐκεῖ διαχυθήσομαι ἐν τῇ πορνείᾳ μου.
Jeremiah 2:21	ἐγὼ δὲ ἐφύτευσά σε ἄμπελον καρποφόρον πᾶσαν ἀληθινήν· πῶς ἐστράφης εἰς πικρίαν, ἡ ἄμπελος ἡ ἀλλοτρία;
Jeremiah 2:22	ἐὰν ἀποπλύνῃς ἐν νίτρῳ καὶ πληθύνῃς σεαυτῇ ποίαν, κεκηλίδωσαι ἐν ταῖς ἀδικίαις σου ἐναντίον ἐμοῦ, λέγει Κύριος.
Jeremiah 2:23	πῶς ἐρεῖς Οὐκ ἐμιάνθην καὶ ὀπίσω τῆς Βάαλ οὐκ ἐπορεύθην; ἴδε τὰς ὁδούς σου ἐν τῷ πολυανδρίῳ, καὶ γνῶθι τί ἐποίησας. ὀψὲ φωνὴ αὐτῆς ὠλόλυξεν,
Jeremiah 2:24	τὰς ὁδοὺς αὐτῆς ἐπλάτυνεν ἐφ᾽ ὕδατα ἐρήμου, ἐν ἐπιθυμίαις ψυχῆς αὐτῆς ἐπνευματοφορεῖτο, παρεδόθη. τίς ἐπιστρέψει αὐτήν; πάντες οἱ ζητοῦντες αὐτὴν οὐ κοπιάσουσιν, ἐν τῇ ταπεινώσει αὐτῆς εὑρήσουσιν αὐτήν.
Jeremiah 2:25	ἀπόστρεψον τὸν πόδα σου ἀπὸ ὁδοῦ τραχείας, καὶ τὸν φάρυγγά σου ἀπὸ δίψους. ἡ δὲ εἶπεν Ἀνδριοῦμαι· ὅτι ἠγαπήκει ἀλλοτρίους καὶ ὀπίσω αὐτῶν ἐπορεύετο.
Jeremiah 2:26	ὡς αἰσχύνη κλέπτου ὅταν ἁλῷ, οὕτως αἰσχυνθήσονται οἱ υἱοὶ Ἰσραήλ, αὐτοὶ καὶ οἱ βασιλεῖς αὐτῶν καὶ οἱ ἄρχοντες αὐτῶν καὶ οἱ ἱερεῖς αὐτῶν καὶ οἱ προφῆται αὐτῶν.
Jeremiah 2:27	τῷ ξύλῳ εἶπαν ὅτι Πατήρ μου εἶ σύ, καὶ τῷ λίθῳ Σὺ ἐγέννησάς με· καὶ ἔστρεψαν ἐπ᾽ ἐμὲ νῶτα καὶ οὐ πρόσωπα αὐτῶν, καὶ ἐν τῷ καιρῷ τῶν κακῶν αὐτῶν ἐροῦσιν Ἀνάστα καὶ σῶσον ἡμᾶς.
Jeremiah 2:28	καὶ ποῦ εἰσιν οἱ θεοί σου οὓς ἐποίησας σεαυτῷ; εἰ ἀναστήσονται καὶ σώσουσιν ἐν καιρῷ τῆς κακώσεώς σου; ὅτι κατ᾽ ἀριθμὸν τῶν πόλεών σου ἦσαν θεοί σου, Ἰούδα, καὶ κατ᾽ ἀριθμὸν διόδων τῆς Ἰερουσαλὴμ ἔθυον τῇ Βάαλ.
Jeremiah 2:29	Ἵνα τί λαλεῖτε πρὸς μέ; πάντες ὑμεῖς ἠσεβήσατε, καὶ πάντες ὑμεῖς ἠνομήσατε εἰς ἐμέ, λέγει Κύριος.
Jeremiah 2:30	μάτην ἐπάταξα τὰ τέκνα ὑμῶν, παιδείαν οὐκ ἐδέξασθε· μάχαιρα κατέφαγεν τοὺς προφήτας ὑμῶν ὡς λέων ὀλεθρεύων, καὶ οὐκ ἐφοβήθητε.
Jeremiah 2:31	ἀκούσατε λόγον Κυρίου Τάδε λέγει Κύριος Μὴ ἔρημος ἐγενόμην τῷ Ἰσραὴλ ἢ γῆ κεχερσωμένη; διὰ τί εἶπεν ὁ λαός μου Οὐ κυριευθησόμεθα, καὶ οὐχ ἥξομεν πρὸς σὲ ἔτι;
